Pclass,Name,Sex,Age,Fare,Cabin,Embarked,Title,FareCategory,family_size,is_alone,AgeGroup,Survived
1,"Nicholson, Arthur Ernest",male,64.0,26.0,U,S,Mr,High,1,1,Senior,0
2,"Beane, Edward (Ethel Clarke)",female,19.0,26.0,U,S,Mrs,High,2,0,Teen,1
2,"Padro y Manent, Julian",male,32.25215146299484,13.8625,U,C,Mr,Medium,1,1,YoungAdult,1
3,"Goldsmith, Frank John",male,33.0,20.525,U,S,Mr,High,3,0,YoungAdult,0
2,"Davies, John Morgan Jr",male,8.0,36.75,U,S,Master,High,3,0,Child,1
1,"Thayer, John Borland Jr",male,17.0,110.8833,C,C,Mr,VeryHigh,3,0,Teen,1
2,"Sharp, Percival James R",male,27.0,26.0,U,S,Mr,High,1,1,YoungAdult,0
3,"O'Brien, Timothy",male,32.25215146299484,7.8292,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Leeni, Fahim (""Philip Zenni"")",male,22.0,7.225,U,C,Mr,Low,1,1,YoungAdult,1
3,"Ohman, Velin",female,22.0,7.775,U,S,Miss,Low,1,1,YoungAdult,1
1,"Wright, George",male,62.0,26.55,U,S,Mr,High,1,1,Senior,0
1,"Duff Gordon, (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,39.6,A,C,Royal,High,2,0,Adult,1
1,"Robbins, Victor",male,32.25215146299484,227.525,U,C,Mr,VeryHigh,1,1,YoungAdult,0
1,"Taussig, Emil (Tillie Mandelbaum)",female,39.0,79.65,E,S,Mrs,VeryHigh,3,0,Adult,1
3,"de Messemaeker, Guillaume Joseph (Emma)",female,36.0,17.4,U,S,Mrs,High,2,0,Adult,1
3,"Morrow, Thomas Rowan",male,32.25215146299484,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Sivic, Husein",male,40.0,7.8958,U,S,Mr,Low,1,1,Adult,0
2,"Norman, Robert Douglas",male,28.0,13.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Simmons, John",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Meanwell, (Marion Ogden)",female,21.8243661971831,8.05,U,S,Miss,Low,1,1,YoungAdult,0
3,"Davies, Alfred J",male,24.0,24.15,U,S,Mr,High,3,0,YoungAdult,0
3,"Stoytcheff, Ilia",male,19.0,7.8958,U,S,Mr,Low,1,1,Teen,0
3,"Palsson, Nils (Alma Cornelia Berglund)",female,29.0,21.075,U,S,Mrs,High,5,0,YoungAdult,0
3,"Doharr, Tannous",male,32.25215146299484,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
3,"Jonsson, Carl",male,32.0,7.8542,U,S,Mr,Low,1,1,YoungAdult,1
2,"Harris, George",male,62.0,10.5,U,S,Mr,Medium,1,1,Senior,1
1,"Appleton, Edward Dale (Charlotte Lamson)",female,53.0,51.4792,C,S,Mrs,High,3,0,Adult,1
1,"Flynn, John Irwin (""Irving"")",male,36.0,26.3875,E,S,Mr,High,1,1,Adult,1
3,"Kelly, Mary",female,21.8243661971831,7.75,U,Q,Miss,Low,1,1,YoungAdult,1
3,"Rush, Alfred George John",male,16.0,8.05,U,S,Mr,Low,1,1,Teen,0
3,"Patchett, George",male,19.0,14.5,U,S,Mr,High,1,1,Teen,0
2,"Garside, Ethel",female,34.0,13.0,U,S,Miss,Medium,1,1,YoungAdult,1
1,"Silvey, William Baird (Alice Munger)",female,39.0,55.9,E,S,Mrs,High,2,0,Adult,1
3,"Caram, Joseph (Maria Elias)",female,36.91812865497076,14.4583,U,C,Mrs,High,2,0,Adult,0
3,"Jussila, Eiriik",male,32.0,7.925,U,S,Mr,Low,1,1,YoungAdult,1
2,"Christy, Julie Rachel",female,25.0,30.0,U,S,Miss,High,3,0,YoungAdult,1
1,"Thayer, John Borland (Marian Longstreth Morris)",female,39.0,110.8833,C,C,Mrs,VeryHigh,3,0,Adult,1
2,"Downton, William James",male,54.0,26.0,U,S,Mr,High,1,1,Adult,0
1,"Ross, John Hugo",male,36.0,40.125,A,C,Mr,High,1,1,Adult,0
3,"Paulner, Uscher",male,32.25215146299484,8.7125,U,C,Mr,Medium,1,1,YoungAdult,0
1,"Taussig, Ruth",female,18.0,79.65,E,S,Miss,VeryHigh,3,0,Teen,1
2,"Jarvis, John Denzil",male,47.0,15.0,U,S,Mr,High,1,1,Adult,0
1,"Frolicher-Stehli, Maxmillian",male,60.0,79.2,B,C,Mr,VeryHigh,3,0,Senior,1
3,"Gilinski, Eliezer",male,22.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Murdlin, Joseph",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Rintamaki, Matti",male,35.0,7.125,U,S,Mr,Low,1,1,YoungAdult,0
1,"Stephenson, Walter Bertram (Martha Eustis)",female,52.0,78.2667,D,C,Mrs,VeryHigh,2,0,Adult,1
3,"Elsbury, William James",male,47.0,7.25,U,S,Mr,Low,1,1,Adult,0
3,"Bourke, Mary",female,21.8243661971831,7.75,U,Q,Miss,Low,3,0,YoungAdult,0
2,"Chapman, John Henry",male,37.0,26.0,U,S,Mr,High,2,0,Adult,0
3,"Van Impe, Jean Baptiste",male,36.0,24.15,U,S,Mr,High,3,0,Adult,0
2,"Leitch, Jessie Wills",female,21.8243661971831,33.0,U,S,Miss,High,1,1,YoungAdult,1
3,"Johnson, Alfred",male,49.0,0.0,U,S,Mr,Low,1,1,Adult,0
3,"Boulos, Hanna",male,32.25215146299484,7.225,U,C,Mr,Low,1,1,YoungAdult,0
1,"Duff Gordon, Cosmo Edmund (""Mr Morgan"")",male,49.0,56.9292,A,C,Royal,High,2,0,Adult,1
2,"Jacobsohn, Sidney Samuel (Amy Frances Christy)",female,24.0,27.0,U,S,Mrs,High,4,0,YoungAdult,1
3,"Slabenoff, Petco",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Harrington, Charles H",male,32.25215146299484,42.4,U,S,Mr,High,1,1,YoungAdult,0
3,"Torber, Ernst William",male,44.0,8.05,U,S,Mr,Low,1,1,Adult,0
1,"Homer, Harry (""Mr E Haven"")",male,35.0,26.55,U,C,Mr,High,1,1,YoungAdult,1
3,"Lindell, Edvard Bengtsson",male,36.0,15.55,U,S,Mr,High,2,0,Adult,0
3,"Karaic, Milan",male,30.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Daniel, Robert Williams",male,27.0,30.5,U,S,Mr,High,1,1,YoungAdult,1
2,"Laroche, Joseph (Juliette Marie Louise Lafargue)",female,22.0,41.5792,U,C,Mrs,High,4,0,YoungAdult,1
1,"Shutes, Elizabeth W",female,40.0,153.4625,C,S,Miss,VeryHigh,1,1,Adult,1
3,"Andersson, Anders Johan (Alfrida Konstantia Brogren)",female,39.0,31.275,U,S,Mrs,High,7,0,Adult,0
3,"Jardin, Jose Neto",male,32.25215146299484,7.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Murphy, Margaret Jane",female,21.8243661971831,15.5,U,Q,Miss,High,2,0,YoungAdult,1
3,"Horgan, John",male,32.25215146299484,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Brocklebank, William Alfred",male,35.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
2,"Herman, Alice",female,24.0,65.0,U,S,Miss,VeryHigh,4,0,YoungAdult,1
3,"Danbom, Ernst Gilbert",male,34.0,14.4,U,S,Mr,Medium,3,0,YoungAdult,0
3,"Lobb, William Arthur (Cordelia K Stanlick)",female,26.0,16.1,U,S,Mrs,High,2,0,YoungAdult,0
2,"Becker, Marion Louise",female,4.0,39.0,F,S,Miss,High,4,0,Child,1
2,"Gavey, Lawrence",male,26.0,10.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Yasbeck, Antoni",male,27.0,14.4542,U,C,Mr,Medium,2,0,YoungAdult,0
1,"Kimball, Edwin Nelson Jr",male,42.0,52.5542,D,S,Mr,High,2,0,Adult,1
3,"Nakid, Sahid",male,20.0,15.7417,U,C,Mr,High,3,0,YoungAdult,1
3,"Hansen, Henry Damsgaard",male,21.0,7.8542,U,S,Mr,Low,1,1,YoungAdult,0
3,"Bowen, David John ""Dai""",male,21.0,16.1,U,S,Mr,High,1,1,YoungAdult,0
1,"Sutton, Frederick",male,61.0,32.3208,D,S,Mr,High,1,1,Senior,0
2,"Kirkland, Charles Leonard",male,57.0,12.35,U,Q,Rare,Medium,1,1,Adult,0
1,"Longley, Gretchen Fiske",female,21.0,77.9583,D,S,Miss,VeryHigh,1,1,YoungAdult,1
3,"Bostandyeff, Guentcho",male,26.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
3,"O'Connell, Patrick D",male,32.25215146299484,7.7333,U,Q,Mr,Low,1,1,YoungAdult,0
1,"Barkworth, Algernon Henry Wilson",male,80.0,30.0,A,S,Mr,High,1,1,Senior,1
3,"Lundahl, Johan Svensson",male,51.0,7.0542,U,S,Mr,Low,1,1,Adult,0
1,"Stahelin-Maeglin, Max",male,32.0,30.5,B,C,Rare,High,1,1,YoungAdult,1
1,"Parr, William Henry Marsh",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
3,"Skoog, Mabel",female,9.0,27.9,U,S,Miss,High,6,0,Child,0
2,"Davis, Mary",female,28.0,13.0,U,S,Miss,Medium,1,1,YoungAdult,1
3,"Leinonen, Antti Gustaf",male,32.0,7.925,U,S,Mr,Low,1,1,YoungAdult,0
2,"Collyer, Harvey",male,31.0,26.25,U,S,Mr,High,3,0,YoungAdult,0
3,"Panula, Juha (Maria Emilia Ojala)",female,41.0,39.6875,U,S,Mrs,High,6,0,Adult,0
3,"Thorneycroft, Percival",male,32.25215146299484,16.1,U,S,Mr,High,2,0,YoungAdult,0
3,"Jensen, Hans Peder",male,20.0,7.8542,U,S,Mr,Low,1,1,YoungAdult,0
1,"Sagesser, Emma",female,24.0,69.3,B,C,Miss,VeryHigh,1,1,YoungAdult,1
3,"Skoog, Margit Elizabeth",female,2.0,27.9,U,S,Miss,High,6,0,Child,0
3,"Foo, Choong",male,32.25215146299484,56.4958,U,S,Mr,High,1,1,YoungAdult,1
3,"Baclini, Eugenie",female,0.75,19.2583,U,C,Miss,High,4,0,Child,1
1,"Harper, Henry Sleeper",male,48.0,76.7292,D,C,Mr,VeryHigh,2,0,Adult,1
3,"Cor, Liudevit",male,19.0,7.8958,U,S,Mr,Low,1,1,Teen,0
1,"Simonius-Blumer, Oberst Alfons",male,56.0,35.5,A,C,Rare,High,1,1,Adult,1
3,"Willey, Edward",male,32.25215146299484,7.55,U,S,Mr,Low,1,1,YoungAdult,0
3,"Stanley, Amy Zillah Elsie",female,23.0,7.55,U,S,Miss,Low,1,1,YoungAdult,1
3,"Mitkoff, Mito",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Doling, Elsie",female,18.0,23.0,U,S,Miss,High,2,0,Teen,1
3,"Kalvik, Johannes Halvorsen",male,21.0,8.4333,U,S,Mr,Medium,1,1,YoungAdult,0
3,"O'Leary, Hanora ""Norah""",female,21.8243661971831,7.8292,U,Q,Miss,Low,1,1,YoungAdult,1
3,"Hegarty, Hanora ""Nora""",female,18.0,6.75,U,Q,Miss,Low,1,1,Teen,0
2,"Hickman, Leonard Mark",male,24.0,73.5,U,S,Mr,VeryHigh,3,0,YoungAdult,0
3,"Radeff, Alexander",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Bourke, John (Catherine)",female,32.0,15.5,U,Q,Mrs,High,3,0,YoungAdult,0
2,"Eitemiller, George Floyd",male,23.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
1,"Newell, Arthur Webster",male,58.0,113.275,D,C,Mr,VeryHigh,3,0,Adult,0
1,"Frauenthal, Henry William",male,50.0,133.65,U,S,Rare,VeryHigh,3,0,Adult,1
3,"Badt, Mohamed",male,40.0,7.225,U,C,Mr,Low,1,1,Adult,0
1,"Colley, Edward Pomeroy",male,47.0,25.5875,E,S,Mr,High,1,1,Adult,0
3,"Coleff, Peju",male,36.0,7.4958,U,S,Mr,Low,1,1,Adult,0
3,"Lindqvist, Eino William",male,20.0,7.925,U,S,Mr,Low,2,0,YoungAdult,1
2,"Hickman, Lewis",male,32.0,73.5,U,S,Mr,VeryHigh,3,0,YoungAdult,0
2,"Butler, Reginald Fenton",male,25.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Rommetvedt, Knud Paust",male,32.25215146299484,7.775,U,S,Mr,Low,1,1,YoungAdult,0
3,"Cook, Jacob",male,43.0,8.05,U,S,Mr,Low,1,1,Adult,0
1,"Taylor, Elmer Zebley (Juliet Cummins Wright)",female,36.91812865497076,52.0,C,S,Mrs,High,2,0,Adult,1
2,"Brown, Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,39.0,U,S,Mrs,High,3,0,Adult,1
1,"Davidson, Thornton",male,31.0,52.0,B,S,Mr,High,2,0,YoungAdult,0
2,"Mitchell, Henry Michael",male,70.0,10.5,U,S,Mr,Medium,1,1,Senior,0
2,"Wilhelms, Charles",male,31.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,1
2,"Watson, Ennis Hastings",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
3,"Edvardsson, Gustaf Hjalmar",male,18.0,7.775,U,S,Mr,Low,1,1,Teen,0
3,"Sawyer, Frederick Charles",male,24.5,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Turja, Anna Sofia",female,18.0,9.8417,U,S,Miss,Medium,1,1,Teen,1
3,"Goodwin, Frederick (Augusta Tyler)",female,43.0,46.9,U,S,Mrs,High,8,0,Adult,0
1,"Cardeza, Thomas Drake Martinez",male,36.0,512.3292,B,C,Mr,VeryHigh,2,0,Adult,1
3,"Peters, Katie",female,21.8243661971831,8.1375,U,Q,Miss,Medium,1,1,YoungAdult,0
1,"Hassab, Hammad",male,27.0,76.7292,D,C,Mr,VeryHigh,1,1,YoungAdult,1
3,"Olsvigen, Thor Anderson",male,20.0,9.225,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Goodwin, Charles Edward",male,14.0,46.9,U,S,Mr,High,8,0,Teen,0
2,"Brown, Thomas William Solomon",male,60.0,39.0,U,S,Mr,High,3,0,Senior,0
2,"Laroche, Joseph Philippe Lemercier",male,25.0,41.5792,U,C,Mr,High,4,0,YoungAdult,0
3,"Panula, Jaako Arnold",male,14.0,39.6875,U,S,Mr,High,6,0,Teen,0
3,"Dakic, Branko",male,19.0,10.1708,U,S,Mr,Medium,1,1,Teen,0
3,"Fischer, Eberhard Thelander",male,18.0,7.7958,U,S,Mr,Low,1,1,Teen,0
1,"Madill, Georgette Alexandra",female,15.0,211.3375,B,S,Miss,VeryHigh,2,0,Teen,1
1,"Dick, Albert Adrian",male,31.0,57.0,B,S,Mr,VeryHigh,2,0,YoungAdult,1
3,"Karun, Manca",female,4.0,13.4167,U,C,Miss,Medium,2,0,Child,1
3,"Lam, Ali",male,32.25215146299484,56.4958,U,S,Mr,High,1,1,YoungAdult,1
3,"Saad, Khalil",male,25.0,7.225,U,C,Mr,Low,1,1,YoungAdult,0
1,"Weir, John",male,60.0,26.55,U,S,Rare,High,1,1,Senior,0
2,"Chapman, Charles Henry",male,52.0,13.5,U,S,Mr,Medium,1,1,Adult,0
3,"Kelly, James",male,44.0,8.05,U,S,Mr,Low,1,1,Adult,0
3,"Mullens, Katherine ""Katie""",female,21.8243661971831,7.7333,U,Q,Miss,Low,1,1,YoungAdult,1
1,"Thayer, John Borland",male,49.0,110.8833,C,C,Mr,VeryHigh,3,0,Adult,0
3,"Humblen, Adolf Mathias Nicolai Olsen",male,42.0,7.65,F,S,Mr,Low,1,1,Adult,0
1,"Astor, John Jacob (Madeleine Talmadge Force)",female,18.0,227.525,C,C,Mrs,VeryHigh,2,0,Teen,1
1,"Silverthorne, Spencer Victor",male,35.0,26.2875,E,S,Mr,High,1,1,YoungAdult,1
3,"Barbara, Saiide",female,18.0,14.4542,U,C,Miss,Medium,2,0,Teen,0
3,"Gallagher, Martin",male,25.0,7.7417,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Hansen, Henrik Juul",male,26.0,7.8542,U,S,Mr,Low,2,0,YoungAdult,0
2,"Morley, Henry Samuel (""Mr Henry Marshall"")",male,39.0,26.0,U,S,Mr,High,1,1,Adult,0
2,"Kelly, Florence ""Fannie""",female,45.0,13.5,U,S,Mrs,Medium,1,1,Adult,1
1,"Calderhead, Edward Pennington",male,42.0,26.2875,E,S,Mr,High,1,1,Adult,1
1,"Cleaver, Alice",female,22.0,151.55,U,S,Miss,VeryHigh,1,1,YoungAdult,1
3,"Moubarek, Halim Gonios (""William George"")",male,5.482641509433963,15.2458,U,C,Master,High,3,0,Child,1
1,"Mayne, Berthe Antonine (""Mrs de Villiers"")",female,24.0,49.5042,C,C,Miss,High,1,1,YoungAdult,1
1,"Klaber, Herman",male,32.25215146299484,26.55,C,S,Mr,High,1,1,YoungAdult,0
1,"Taylor, Elmer Zebley",male,48.0,52.0,C,S,Mr,High,2,0,Adult,1
3,"Larsson, August Viktor",male,29.0,9.4833,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Greenberg, Samuel",male,52.0,13.0,U,S,Mr,Medium,1,1,Adult,0
3,"Soholt, Peter Andreas Lauritz Andersen",male,19.0,7.65,F,S,Mr,Low,1,1,Teen,0
1,"Endres, Caroline Louise",female,38.0,227.525,C,C,Miss,VeryHigh,1,1,Adult,1
2,"Troutt, Edwina Celia ""Winnie""",female,27.0,10.5,E,S,Miss,Medium,1,1,YoungAdult,1
3,"McEvoy, Michael",male,32.25215146299484,15.5,U,Q,Mr,High,1,1,YoungAdult,0
3,"Johnson, Malkolm Joackim",male,33.0,7.775,U,S,Mr,Low,1,1,YoungAdult,0
2,"Harper, Annie Jessie ""Nina""",female,6.0,33.0,U,S,Miss,High,2,0,Child,1
3,"Jensen, Svend Lauritz",male,17.0,7.0542,U,S,Mr,Low,2,0,Teen,0
2,"Gillespie, William Henry",male,34.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Hodges, Henry Price",male,50.0,13.0,U,S,Mr,Medium,1,1,Adult,0
1,"Chambers, Norman Campbell",male,27.0,53.1,E,S,Mr,High,2,0,YoungAdult,1
3,"Oreskovic, Luka",male,20.0,8.6625,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Renouf, Peter Henry (Lillian Jefferys)",female,30.0,21.0,U,S,Mrs,High,4,0,YoungAdult,1
3,"Mannion, Margareth",female,21.8243661971831,7.7375,U,Q,Miss,Low,1,1,YoungAdult,1
2,"Bryhl, Kurt Arnold Gottfrid",male,25.0,26.0,U,S,Mr,High,2,0,YoungAdult,0
3,"Ilmakangas, Pieta Sofia",female,25.0,7.925,U,S,Miss,Low,2,0,YoungAdult,0
1,"Allen, Elisabeth Walton",female,29.0,211.3375,B,S,Miss,VeryHigh,1,1,YoungAdult,1
3,"Hassan, Houssein G N",male,11.0,18.7875,U,C,Mr,High,1,1,Child,0
2,"Knight, Robert J",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
2,"Berriman, William John",male,23.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Troupiansky, Moses Aaron",male,23.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Williams, Leslie",male,28.5,16.1,U,S,Mr,High,1,1,YoungAdult,0
3,"Ford, Edward (Margaret Ann Watson)",female,48.0,34.375,U,S,Mrs,High,5,0,Adult,0
1,"Lesurer, Gustave J",male,35.0,512.3292,B,C,Mr,VeryHigh,1,1,YoungAdult,1
3,"Ivanoff, Kanio",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Nankoff, Minko",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Hawksford, Walter James",male,32.25215146299484,30.0,D,S,Mr,High,1,1,YoungAdult,1
1,"Cavendish, Tyrell William",male,36.0,78.85,C,S,Mr,VeryHigh,2,0,Adult,0
1,"Ryerson, Susan Parker ""Suzette""",female,21.0,262.375,B,C,Miss,VeryHigh,5,0,YoungAdult,1
3,"McNamee, Neal",male,24.0,16.1,U,S,Mr,High,2,0,YoungAdult,0
3,"Stranden, Juho",male,31.0,7.925,U,S,Mr,Low,1,1,YoungAdult,1
1,"Crosby, Edward Gifford",male,70.0,71.0,B,S,Rare,VeryHigh,3,0,Senior,0
3,"Abbott, Rossmore Edward",male,16.0,20.25,U,S,Mr,High,3,0,Teen,0
2,"Sinkkonen, Anna",female,30.0,13.0,U,S,Miss,Medium,1,1,YoungAdult,1
1,"Marvin, Daniel Warner",male,19.0,53.1,D,S,Mr,High,2,0,Teen,0
3,"Connaghton, Michael",male,31.0,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
2,"Wells, Joan",female,4.0,23.0,U,S,Miss,High,3,0,Child,1
3,"Moor, Meier",male,6.0,12.475,E,S,Master,Medium,2,0,Child,1
3,"Vande Velde, Johannes Joseph",male,33.0,9.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Jonkoff, Lalio",male,23.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Herman, Samuel (Jane Laver)",female,48.0,65.0,U,S,Mrs,VeryHigh,4,0,Adult,1
2,"Hamalainen, Viljo",male,0.67,14.5,U,S,Master,High,3,0,Child,1
3,"Carlsson, August Sigfrid",male,28.0,7.7958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Bailey, Percy Andrew",male,18.0,11.5,U,S,Mr,Medium,1,1,Teen,0
3,"Theobald, Thomas Leonard",male,34.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
1,"Rothes, of (Lucy Noel Martha Dyer-Edwards)",female,33.0,86.5,B,S,Royal,VeryHigh,1,1,YoungAdult,1
3,"Garfirth, John",male,32.25215146299484,14.5,U,S,Mr,High,1,1,YoungAdult,0
3,"Nirva, Iisakki Antino Aijo",male,41.0,7.125,U,S,Mr,Low,1,1,Adult,0
3,"Barah, Hanna Assi",male,20.0,7.2292,U,C,Mr,Low,1,1,YoungAdult,1
1,"Carter, William Ernest (Lucile Polk)",female,36.0,120.0,B,S,Mrs,VeryHigh,4,0,Adult,1
3,"Eklund, Hans Linus",male,16.0,7.775,U,S,Mr,Low,1,1,Teen,0
1,"Hogeboom, John C (Anna Andrews)",female,51.0,77.9583,D,S,Mrs,VeryHigh,2,0,Adult,1
1,"Brewe, Arthur Jackson",male,46.27272727272727,39.6,U,C,Rare,High,1,1,Adult,0
3,"Mangan, Mary",female,30.5,7.75,U,Q,Miss,Low,1,1,YoungAdult,0
3,"Moran, Daniel J",male,32.25215146299484,24.15,U,Q,Mr,High,2,0,YoungAdult,0
3,"Gronnestad, Daniel Danielsen",male,32.0,8.3625,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Lievens, Rene Aime",male,24.0,9.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Jensen, Niels Peder",male,48.0,7.8542,U,S,Mr,Low,1,1,Adult,0
2,"Mack, (Mary)",female,57.0,10.5,E,S,Mrs,Medium,1,1,Adult,0
3,"Elias, Dibo",male,32.25215146299484,7.225,U,C,Mr,Low,1,1,YoungAdult,0
2,"Hocking, Elizabeth (Eliza Needs)",female,54.0,23.0,U,S,Mrs,High,5,0,Adult,1
3,"Myhrman, Pehr Fabian Oliver Malkolm",male,18.0,7.75,U,S,Mr,Low,1,1,Teen,0
3,"Tobin, Roger",male,32.25215146299484,7.75,F,Q,Mr,Low,1,1,YoungAdult,0
3,"Emanuel, Virginia Ethel",female,5.0,12.475,U,S,Miss,Medium,1,1,Child,1
3,"Kilgannon, Thomas J",male,32.25215146299484,7.7375,U,Q,Mr,Low,1,1,YoungAdult,0
1,"Robert, Edward Scott (Elisabeth Walton McMillan)",female,43.0,211.3375,B,S,Mrs,VeryHigh,2,0,Adult,1
3,"Ayoub, Banoura",female,13.0,7.2292,U,C,Miss,Low,1,1,Teen,1
1,"Dick, Albert Adrian (Vera Gillespie)",female,17.0,57.0,B,S,Mrs,VeryHigh,2,0,Teen,1
1,"Long, Milton Clyde",male,29.0,30.0,D,S,Mr,High,1,1,YoungAdult,0
3,"Johnston, Andrew G",male,32.25215146299484,23.45,U,S,Mr,High,4,0,YoungAdult,0
3,"Ali, William",male,25.0,7.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Harmer, Abraham (David Lishin)",male,25.0,7.25,U,S,Mr,Low,1,1,YoungAdult,0
3,"Sjoblom, Anna Sofia",female,18.0,7.4958,U,S,Miss,Low,1,1,Teen,1
3,"Rice, George Hugh",male,8.0,29.125,U,Q,Master,High,6,0,Child,0
3,"Dean, Bertram Vere",male,1.0,20.575,U,S,Master,High,4,0,Child,1
1,"Guggenheim, Benjamin",male,46.0,79.2,B,C,Mr,VeryHigh,1,1,Adult,0
3,"Keane, Andrew ""Andy""",male,32.25215146299484,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
2,"Gaskell, Alfred",male,16.0,26.0,U,S,Mr,High,1,1,Teen,0
3,"Sage, Stella Anna",female,21.8243661971831,69.55,U,S,Miss,VeryHigh,11,0,YoungAdult,0
1,"Hoyt, William Fisher",male,32.25215146299484,30.6958,U,C,Mr,High,1,1,YoungAdult,0
3,"Dantcheff, Ristiu",male,25.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Otter, Richard",male,39.0,13.0,U,S,Mr,Medium,1,1,Adult,0
1,"Leader, Alice (Farnham)",female,49.0,25.9292,D,S,Rare,High,1,1,Adult,1
3,"Osman, Mara",female,31.0,8.6833,U,S,Mrs,Medium,1,1,YoungAdult,1
3,"Ibrahim Shawah, Yousseff",male,30.0,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
3,"Van Impe, Jean Baptiste (Rosalie Paula Govaert)",female,30.0,24.15,U,S,Mrs,High,3,0,YoungAdult,0
2,"Ponesell, Martin",male,34.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Collyer, Harvey (Charlotte Annie Tate)",female,31.0,26.25,U,S,Mrs,High,3,0,YoungAdult,1
1,"Carter, William Thornton II",male,11.0,120.0,B,S,Master,VeryHigh,4,0,Child,1
3,"Thomas, Assad Alexander",male,0.42,8.5167,U,C,Master,Medium,2,0,Child,1
3,"Hedman, Oskar Arvid",male,27.0,6.975,U,S,Mr,Low,1,1,YoungAdult,1
3,"Johansson, Karl Johan",male,31.0,7.775,U,S,Mr,Low,1,1,YoungAdult,0
1,"Andrews, Thomas Jr",male,39.0,0.0,A,S,Mr,Low,1,1,Adult,0
3,"Pettersson, Ellen Natalia",female,18.0,7.775,U,S,Miss,Low,1,1,Teen,0
2,"Meyer, August",male,39.0,13.0,U,S,Mr,Medium,1,1,Adult,0
1,"Chambers, Norman Campbell (Bertha Griggs)",female,33.0,53.1,E,S,Mrs,High,2,0,YoungAdult,1
3,"Alexander, William",male,26.0,7.8875,U,S,Mr,Low,1,1,YoungAdult,0
3,"Lester, James",male,39.0,24.15,U,S,Mr,High,1,1,Adult,0
2,"Slemen, Richard James",male,35.0,10.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Andersson, Ebba Iris Alfrida",female,6.0,31.275,U,S,Miss,High,7,0,Child,0
3,"Tomlin, Ernest Portage",male,30.5,8.05,U,S,Mr,Low,1,1,YoungAdult,0
1,"Fry, Richard",male,32.25215146299484,0.0,B,S,Mr,Low,1,1,YoungAdult,0
3,"Heininen, Wendla Maria",female,23.0,7.925,U,S,Miss,Low,1,1,YoungAdult,0
2,"Mallet, Albert",male,31.0,37.0042,U,C,Mr,High,3,0,YoungAdult,0
3,"Holm, John Fredrik Alexander",male,43.0,6.45,U,S,Mr,Low,1,1,Adult,0
